"Average Groups Contribution to dissimilarity","Porous Contaminated x Karst-Porous","Porous Contaminated x Mine","Porous Contaminated x Subsurface saline","Porous Contaminated x Porous","Porous Contaminated x Geyser","Karst-Porous x Mine","Karst-Porous x Subsurface saline","Karst-Porous x Porous","Karst-Porous x Geyser","Mine x Subsurface saline","Mine x Porous","Mine x Geyser","Subsurface saline x Porous","Subsurface saline x Geyser","Porous x Geyser"
"Cellulophaga",5.05212580313639e-05,5.52137734947012e-05,6.8079156030718e-05,8.65387273954916e-05,4.7932317712339e-05,2.40125520811239e-05,6.86831655855555e-05,8.39404340726861e-05,2.53434949039626e-05,7.97247990578633e-05,9.14288502953958e-05,2.04861665009071e-05,8.74728315933684e-05,6.84802102156961e-05,8.2869494482945e-05
"Cellulosilyticum",2.55176042229461e-05,2.48598487706529e-05,0.000168066195195373,4.16910765758895e-05,2.50882940738188e-05,1.663953600321e-05,0.000173879084725424,3.92860638700392e-05,8.48295094070914e-06,0.000170868231957402,3.88982391129758e-05,1.61197214246641e-05,0.000169522277195166,0.000173712200560444,3.89068166123831e-05
"Cellulosimicrobium",0.000106488980834411,0.000120877183004456,4.14154267157523e-05,5.0404479426555e-05,9.72961627044248e-05,0.000103271779824106,0.000113981237810496,0.000104679884735481,0.000159890475972921,0.000122281138469003,0.000122173772362818,0.000162061650843279,4.16495923564338e-05,8.56009141592866e-05,9.67904478724249e-05
"Cellvibrio",0.000218949133174999,0.000217982952588263,0.000212184360342924,0.000262513955911579,0.000223174133464245,5.42427915462836e-05,8.12544553688616e-05,0.000160613207452472,5.44405620545768e-05,7.94562895663957e-05,0.00017188575349927,4.0029007711604e-05,0.000130942705697082,8.94109255106554e-05,0.000180025365863209
"Cetobacterium",1.91450650748076e-05,1.82187460624755e-05,2.71303238757077e-05,2.07732059185916e-05,1.91305968443474e-05,7.90553935780744e-06,2.90319286767095e-05,7.06187573997021e-06,6.83477291481937e-06,2.8712666171161e-05,6.62019785025004e-06,6.10597825022414e-06,3.21878111137223e-05,3.01901139411414e-05,4.59455624318182e-06
"Chamaesiphon",2.26841300819608e-05,0.000149635070588982,3.060575717813e-05,2.40620167459683e-05,1.97431568804538e-05,0.000146933526647554,2.73963889700724e-05,2.10992556251658e-05,1.3444622770934e-05,0.000151100765555058,0.000149295636415351,0.000145576352042526,2.88238116495606e-05,2.40401664654057e-05,1.84189261797906e-05
"Chania",8.18492182159729e-06,8.08756219819005e-06,8.98972906912146e-06,2.36751184406953e-05,7.68891895213917e-06,6.19345443963354e-06,1.02453562167869e-05,2.47478326490459e-05,6.45765830568509e-06,1.16553750951957e-05,2.64995227826999e-05,3.73320261091634e-06,2.25496047954438e-05,1.06800525150156e-05,2.56444206405939e-05
"Chelativorans",4.2477152553393e-05,3.10214738101216e-05,8.07726056878476e-05,3.25225141156058e-05,3.41552218310254e-05,3.23363844506737e-05,8.30603071493016e-05,4.70935052860483e-05,4.85286910159051e-05,7.62971042222184e-05,3.52418308128285e-05,3.78537169129789e-05,8.47454193081223e-05,8.31732378832675e-05,3.00356521499299e-05
"Chelatococcus",0.000195708166805296,0.000121201096783634,0.000149558332225128,9.44388991181832e-05,0.000138806563159349,0.0001520859634452,0.000202403466217947,0.000192644995172455,0.000242977111671517,0.000147709201998818,0.000106149137979898,0.00016567924023417,0.000137841204927997,0.000186179811342608,0.000121454391981771
"Chitinophaga",6.41655282749114e-05,6.42624858823231e-05,7.62662837917646e-05,0.000196918821240616,7.74185015304579e-05,4.14720732716916e-05,5.86949120658413e-05,0.000198083076740949,5.67981089359349e-05,6.48519106681643e-05,0.000216256515332013,3.79108876288584e-05,0.000190012324771786,7.41158883272357e-05,0.000212767959752523
"Chlamydia",5.48434108417108e-05,9.23324593113821e-05,4.91987540445055e-05,5.22859345536362e-05,5.10119359405464e-05,9.21040598402914e-05,3.00458150748802e-05,2.59378943331206e-05,2.28239445239538e-05,8.79348303280169e-05,8.99496735223359e-05,8.87952790357587e-05,2.42705976265853e-05,2.08065241769062e-05,1.66714815670098e-05
"Chloracidobacterium",0.00046334587987308,0.000333568747917706,0.00021319228328384,0.000232803269898103,0.000375119102525964,0.000460137221132358,0.000411936889274548,0.000369365597599181,0.00054556739429152,0.000260439546387381,0.000259799399152649,0.00041313081411736,0.000143640685754051,0.000275435346654366,0.000345331682882722
"Chlorobaculum",6.6433803092143e-05,5.02210943654417e-05,4.77367365368333e-05,4.71855213070025e-05,5.90026491262156e-05,5.55931632081566e-05,5.29339398771974e-05,5.34287720575952e-05,6.62829748516174e-05,3.53994701669412e-05,3.8338911087437e-05,2.64056136754822e-05,2.94795771301394e-05,4.99193124045692e-05,5.18789396848998e-05
"Chlorobium",7.11919705670696e-05,6.17510519369537e-05,9.31890548371415e-05,0.000106693275893757,6.38375809033758e-05,5.63259996103017e-05,9.48163837743489e-05,0.000108574104617334,5.32729080945624e-05,8.26803254290303e-05,0.000107336378946571,4.37888234598616e-05,0.000118045540293712,8.7894025276291e-05,0.000106364918619547
"Chloroflexus",4.74542085304857e-05,3.38596958713699e-05,3.60370201595157e-05,3.39892989645906e-05,3.64033758031046e-05,4.20235425071023e-05,4.25368316193646e-05,4.21802555944787e-05,4.55068372602938e-05,2.26869552101699e-05,1.2401592235559e-05,1.88037092264951e-05,2.41188690000402e-05,2.89000359295902e-05,2.12026927585762e-05
"Chloroherpeton",1.53987908193136e-05,1.43597252082158e-05,3.37468476922639e-05,2.34147494589727e-05,1.21924419423236e-05,1.14979600775724e-05,3.54266421000903e-05,2.55007895859721e-05,1.13808034561626e-05,3.71074703410788e-05,2.75301224394848e-05,5.90217586677484e-06,3.84189778654761e-05,3.38005701646908e-05,2.34086873097942e-05
"Chondrocystis",1.96242348259441e-05,4.26464052315118e-05,2.53106085996221e-05,2.62629144867657e-05,1.78941562844439e-05,3.8864067291968e-05,1.89962646231727e-05,2.41304236456902e-05,9.79995735926975e-06,4.15869125371211e-05,4.43019937022419e-05,3.78099500955133e-05,2.80908527181781e-05,1.52313186418569e-05,2.15393501386033e-05
"Chondromyces",0.000136008550459218,0.0001205569134559,7.0589584973181e-05,7.75057016468201e-05,0.000161607608470919,0.000141000872968898,0.000130185939865771,0.000128527956591108,0.000219295975223012,0.000105237300517813,0.000113303093662433,0.000192455898842057,5.12671204476098e-05,0.000139428746292572,0.000148301827046845
"Christensenella",5.05140379524182e-05,4.16181048034799e-05,3.55587557345693e-05,7.34106842533474e-05,4.31694819279462e-05,4.00380742481101e-05,3.70267318903184e-05,7.34563815099123e-05,3.9998330698153e-05,2.44801841531872e-05,7.33260671431707e-05,2.06498405368352e-05,6.69017149110811e-05,2.76215493189688e-05,7.46064869619504e-05
"Chromobacterium",0.000362974139277526,0.000284623538194442,0.000312718813674915,0.000297138000063896,0.000353900289498398,0.000242725604606194,0.000252882457390994,0.000266088272843706,0.000342003507026142,0.000179062126336779,0.000128580936472172,0.000213539578082427,0.00019590867499057,0.000302346046184323,0.000216285899194951
"Chromohalobacter",3.01544341165182e-05,2.78472806430811e-05,3.18798300688922e-05,2.41558932814991e-05,2.93898488108028e-05,2.80915238380144e-05,2.75724619718437e-05,2.40411231965093e-05,3.41479158996505e-05,2.99772716221044e-05,2.31576322632066e-05,2.83530798755571e-05,2.54539171169862e-05,3.76825715742554e-05,2.53194948396823e-05
"Chroococcidiopsis",2.21549862405752e-05,2.51615956708119e-05,3.10158413545224e-05,1.98902829839827e-05,2.21359255096279e-05,2.2960681235078e-05,2.68975259358961e-05,1.49406480984279e-05,1.91917628455611e-05,3.26052808414879e-05,2.23824712594964e-05,2.34710397362032e-05,2.29170828581694e-05,2.77979607438657e-05,1.65083865535542e-05
"Chryseobacterium",0.000491695906160893,0.00342306119562064,0.000561504126933562,0.00157394432778386,0.000517442096213519,0.00353762800346873,0.000482609023324665,0.00160972890295056,0.000209844318478121,0.00341494042168989,0.00305186320424443,0.00357452438298514,0.00155565598238033,0.000530825091122315,0.00164691499732515
"Chryseolinea",3.91127457849303e-05,2.54554696505636e-05,2.47808785099141e-05,0.000133115301446542,0.000107673778716138,4.29279883820542e-05,4.16798756239556e-05,0.000121547978125295,0.000121672359469034,1.27892667503396e-05,0.000143219918894835,9.73364917610304e-05,0.000141404617503269,9.7284935023267e-05,0.000188055394739322
"Chthonomonas",0.000162695622423125,0.000111308110066576,9.81731441849953e-05,0.000123517272688806,0.000139401344983224,0.000120969687247948,0.000139306234558821,0.000150517854224409,0.000189917225735225,8.04616267551259e-05,9.33487736340808e-05,0.000150438563955514,9.4203399828454e-05,0.000101241873522333,0.000143636404015941
"Citrobacter",0.00501943679203232,0.00501433409973158,0.00505815092899412,0.00505996234959844,0.00503531021995212,7.85489928671645e-05,0.000136620728948702,0.000134531754040804,9.25387423298122e-05,0.00012493790070612,0.000132104380195697,9.45706053581581e-05,0.000138306601324192,0.000176427515374063,0.000161108579968628
"Citromicrobium",0.000153432052500805,0.000152925945601146,0.000106146932848921,0.000102505426245422,0.000253730990640392,0.000139765746492221,9.99867483625397e-05,0.00011185482774176,0.000247911869120684,0.000118591262747319,0.000123859621828475,0.000256018005809174,6.56229466930992e-05,0.000241431971194722,0.000242134271129187
"Clavibacter",0.000173238644575024,0.000318070923398643,6.46314800748987e-05,7.70814145416717e-05,0.000122055503327964,0.000285240119630805,0.000176133530746273,0.000187288376464754,0.000222352061394347,0.000323918998845167,0.000329299270220892,0.000330039608713971,5.58129324007051e-05,0.00010182516009156,0.000105193498846028
"Cloacibacillus",2.4344576620843e-05,5.50942347062768e-05,2.65380089429503e-05,1.57298027746015e-05,1.67662632198234e-05,5.64515721560341e-05,3.038783560645e-05,2.05307388475912e-05,2.17943188462908e-05,5.75284114426546e-05,5.28131598948487e-05,5.41653134743625e-05,2.47106257630488e-05,2.6823600991148e-05,9.44910032032755e-06
"Cloacibacterium",0.000486285186119859,0.00344364108649883,0.000454313536118339,0.000474658707028578,0.000452891167244254,0.00332363940198704,6.15116134284539e-05,5.20145400163253e-05,6.74493358710118e-05,0.00334263340108311,0.00333138834843743,0.00334601820856209,4.64225124275787e-05,1.55586142899784e-05,4.96388214006972e-05
"Clostridioides",9.77153952626025e-05,0.000148539651067046,0.000128508318447416,0.000101363858300825,0.000102166526395341,0.000137670170429851,0.000117857405898432,5.04743510314037e-05,2.50901186940346e-05,0.000139398345867748,0.000136913569909773,0.000142073798435205,0.000113756448583772,0.000123485514819653,4.54186017870819e-05
"Clostridium",0.00222248636081489,0.00758514733758344,0.00426891302369724,0.00279510715551299,0.00236978935856,0.00798394960920343,0.0042329747449166,0.00205558020826336,0.000600191868034867,0.00692732352598261,0.00744234673597831,0.00809308415186615,0.00394552228693204,0.00445294736898806,0.00207785474415149
"Cnuibacter",2.84424100754782e-05,1.42276950221347e-05,8.33585474538922e-06,1.03928910757805e-05,1.56617844698517e-05,2.92127174749733e-05,3.03840987500812e-05,2.67046683664867e-05,3.44246923214359e-05,1.18337547269772e-05,1.39697700509939e-05,1.71914320093813e-05,8.08643696314135e-06,1.18693792448338e-05,1.58962077499367e-05
"Cobetia",2.4196814633967e-05,2.92466778123419e-05,3.17116734174176e-05,1.9506636828174e-05,2.41639614607824e-05,2.93158540070533e-05,2.97314319404223e-05,1.99755370816054e-05,2.71555570822167e-05,3.36421957033297e-05,2.6973195879688e-05,2.90055245238287e-05,2.57679838368616e-05,3.7180121307814e-05,2.53463666717108e-05
"Cohaesibacter",2.0000899730969e-05,1.4142487811315e-05,5.81763881325537e-05,1.85335646593733e-05,1.61126363504647e-05,1.91712141157128e-05,5.74630756834535e-05,1.97654574690198e-05,2.05056043438973e-05,6.05823888364541e-05,1.99172330140867e-05,1.05791609106672e-05,5.59771265917609e-05,6.05658725797368e-05,1.94517994037529e-05
"Cohnella",2.79156526819649e-05,2.29601016895586e-05,2.19175521338313e-05,2.33482394352891e-05,2.67636311452999e-05,1.94433002379802e-05,2.31274932889634e-05,2.28782236946421e-05,2.75591760538143e-05,1.49884123864418e-05,1.54810308938254e-05,2.20134490033438e-05,1.00601327952843e-05,1.35152063023406e-05,1.69541999765914e-05
"Collimonas",0.000366083189464814,0.000269523973097438,0.000309016630981218,0.000308069156176868,0.00032315898021019,0.000233464634996112,0.000254251207757395,0.000262782249272111,0.000313959262853562,0.000166488283584082,0.000172980041560328,0.000171187642581842,0.000185534083631931,0.000250183496404195,0.000238140415360113
"Collinsella",9.41724389159909e-05,3.96684073481222e-05,4.99814817015202e-05,3.98184066363265e-05,5.8752350679905e-05,8.66135436611344e-05,8.58297861485109e-05,8.09373670824869e-05,0.000113675874652903,3.65409411318134e-05,2.15473653786967e-05,5.00535547113545e-05,3.36060980712827e-05,6.46546555260841e-05,5.49678444842992e-05
"Colwellia",7.42477699767115e-05,7.5019881159603e-05,6.06714232376683e-05,7.65884496123315e-05,6.79659429988298e-05,5.19548420337632e-05,4.33245482455936e-05,8.2287056038735e-05,3.22960197689904e-05,5.65959797520314e-05,7.99800993133671e-05,4.9806431075903e-05,7.18153279418624e-05,3.53168375487326e-05,7.69069267821551e-05
"Comamonas",0.000615254078134614,0.000730240510179529,0.000831190703560133,0.000832321296305575,0.000660521485366137,0.000399901083150562,0.000529779459087946,0.000532162852477719,0.000360399359964985,0.000623442280811377,0.000562138433422806,0.000524930117013343,0.000726765582342355,0.000609881213606124,0.000747442202537196
"Commensalibacter",7.28396661608222e-06,7.04311916908589e-06,7.06703671189914e-06,7.7166656100672e-06,7.97300816937429e-06,3.14568066906929e-06,2.74991807783293e-06,2.88445076869647e-06,4.16243090374909e-06,2.78368161764986e-06,3.07311920721084e-06,4.1946247557122e-06,2.81224298471758e-06,3.51322585340648e-06,4.27412253121268e-06
"Conexibacter",0.000263940122007288,0.00151950608128907,6.95691240379825e-05,8.23198975443701e-05,0.000196593163210759,0.00153668711915163,0.00029080061761077,0.000278414862962829,0.000359123575115359,0.00151929195345367,0.00151609040879604,0.00156501894596383,4.63695554717775e-05,0.000165195341847448,0.000177621964847987
"Confluentimicrobium",3.97522406154303e-05,4.93728422433928e-05,0.000417356929584034,3.31178802166274e-05,4.05084514376953e-05,4.64989342593405e-05,0.000403913107100779,3.73812174856924e-05,4.37265288545649e-05,0.00038890654426103,4.70913723333393e-05,5.0941116518816e-05,0.000416998643462334,0.000411924065515538,3.86776216414128e-05
"Congregibacter",1.83089547849823e-05,1.29051023884248e-05,1.62008958600914e-05,1.41439576462074e-05,1.44696005805813e-05,1.67399844807806e-05,1.88329170818839e-05,1.78141608166522e-05,1.82388752677476e-05,1.88786166485157e-05,1.00482523312621e-05,7.38739270602031e-06,1.60252623585471e-05,1.84839886855523e-05,1.23365718211735e-05
"Coprothermobacter",4.91212354665801e-06,1.10757570590006e-05,5.34416748303492e-06,4.84205944890707e-06,4.27622078354025e-06,1.10265908363332e-05,5.04398261585549e-06,2.64762014047448e-06,2.59793532268654e-06,1.05571278361998e-05,1.1524102345018e-05,1.11546825132512e-05,5.52576481872016e-06,4.66313905136659e-06,1.29530509537024e-06
"Coraliomargarita",1.49660978756671e-05,1.10970926719971e-05,1.16659512187568e-05,2.90982165530319e-05,1.23177523004616e-05,1.33758489070107e-05,1.33214518703946e-05,3.01866908705385e-05,1.43916181696097e-05,7.22899879504774e-06,2.7868267295006e-05,9.56040283972166e-06,2.8388453908034e-05,1.02539074785554e-05,2.83207234442232e-05
"Corallococcus",0.000127535439833955,6.82889289293126e-05,5.48943655796632e-05,6.32397625653388e-05,0.000119974246837458,0.000109902693345549,0.000136103455672482,0.000134808490613869,0.000184791528953067,5.5212644905633e-05,6.01044390665322e-05,0.000123469724242765,3.72907718665163e-05,9.61729568492522e-05,0.000104568056826744
"Coriobacterium",1.66326272497652e-05,1.23668085986612e-05,1.21873311098177e-05,1.29026462063602e-05,1.46921775150219e-05,1.06896598404287e-05,9.87494854305159e-06,1.22283725799467e-05,1.34974113527916e-05,3.18835531785884e-06,3.52424383164169e-06,6.39879326755777e-06,4.32459475879658e-06,7.02109154620612e-06,5.61767498809976e-06
"Corynebacterium",0.000808386370861116,0.00404147162676492,0.000430750125863968,0.000415533108985321,0.000629670081315316,0.00378051123315053,0.000707220943641505,0.000886451865698403,0.00100430187574094,0.00399130877442429,0.00412455773837495,0.00412640988146109,0.000328257660534793,0.000618612641290602,0.000494888390393818
"Coxiella",8.29371300721325e-05,7.55390848504933e-05,7.36493286761784e-05,7.85862469133307e-05,7.79503424415862e-05,3.49488368126826e-05,3.65204628141676e-05,3.4713713019374e-05,3.27117620861521e-05,2.13391311183152e-05,1.88324575570464e-05,1.68245099200867e-05,2.19384092232277e-05,2.01592936280757e-05,1.51910457401754e-05
"Crenobacter",7.26036899240573e-05,4.09737262195209e-05,5.09668169453357e-05,4.55319768622842e-05,7.01967993560375e-05,7.44905098776411e-05,6.15961986950868e-05,7.12326373735708e-05,9.7197385842807e-05,4.33401506977577e-05,2.66884217333282e-05,4.94618482507315e-05,4.45645184138159e-05,7.43862333660526e-05,5.97271439407386e-05
"Crinalium",1.22448801064627e-05,6.58183402268041e-05,3.58996071165494e-05,1.3327895726711e-05,1.26381605013001e-05,6.42411276945081e-05,3.61591872326762e-05,7.35253828486326e-06,6.79625976052296e-06,7.38369127527248e-05,6.40407168248834e-05,6.40962902786644e-05,3.78873934212842e-05,3.69960834828466e-05,5.89692655791384e-06
"Croceibacter",1.20862891952146e-05,1.34966151808228e-05,4.02307346922916e-05,9.43401255072745e-05,1.17571331691931e-05,5.71449456142068e-06,4.29732103748149e-05,9.54483443998308e-05,6.15377184147525e-06,4.54210773733061e-05,9.69801952277625e-05,6.54823815050384e-06,9.38630131410264e-05,4.21950699726128e-05,9.4944593424647e-05
"Croceicoccus",0.000114535414176956,0.000115161368991366,8.00959289396768e-05,8.37643334449926e-05,8.75737271016627e-05,9.49085901159762e-05,8.77716735553535e-05,0.000115877641708721,0.00011285254902135,8.73363254041972e-05,0.000119875885107624,0.000111997773380111,8.34777500720015e-05,7.70068959030923e-05,7.73205441758277e-05
"Cronobacter",6.22629759516009e-05,4.48861951912708e-05,6.20163101512276e-05,5.32280321300782e-05,6.67765038871245e-05,5.06206302731142e-05,6.46935339993115e-05,6.4351860936853e-05,7.65331487516019e-05,5.20747884505173e-05,4.61768071723862e-05,6.4319404338924e-05,7.37554522328227e-05,8.63995543944818e-05,4.55027916581025e-05
"Cryobacterium",0.000138178079821786,8.71426113953791e-05,4.889572191045e-05,7.72429503492476e-05,7.94030569092756e-05,0.000115767886274289,0.000134390279544486,0.000151705177256536,0.000167581386567617,8.35700974171473e-05,9.95863055109511e-05,0.000110194470608632,6.89649454483202e-05,7.06177215420793e-05,8.21796666843236e-05
"Cryptobacterium",6.28305422098667e-06,2.78231655093332e-05,2.90767363918263e-06,3.35936117110615e-06,3.23520032351131e-06,2.89031841123318e-05,5.34232225140413e-06,5.80796906911971e-06,5.61821613525729e-06,2.83110825819079e-05,2.84182666639748e-05,2.84560167537525e-05,1.6185659923704e-06,1.21373184791964e-06,1.40617498424365e-06
"Cuniculiplasma",1.76294064284204e-06,1.76896052242097e-06,1.28374561438401e-05,1.70496653419133e-06,1.70138868449915e-06,6.20479133256099e-07,1.21897864507466e-05,6.41059696116382e-07,6.56933316119602e-07,1.18798675401732e-05,1.16623189541606e-07,1.36000751698007e-07,1.19137609125598e-05,1.19093756590952e-05,2.00472276604195e-07
"Cupriavidus",0.0799161570677563,0.00171967594418587,0.00171234925515294,0.0278319326519257,0.0085189253525828,0.0797336876619911,0.0798091628167741,0.081219213614357,0.0805596060809331,0.000719851228334594,0.0273171878417644,0.0081335642070846,0.0273511627411597,0.00808666107787675,0.031038530967299
"Curtobacterium",0.000121340387330132,0.000103152722519694,5.5822536597384e-05,6.74151643181359e-05,9.68762088956607e-05,0.000100213924999196,0.000123805093092443,0.000120651967387117,0.000156539987486745,9.94119847290541e-05,9.72822051059703e-05,0.000132163778422102,4.26517253176003e-05,7.52543559883721e-05,8.73017147406008e-05
"Curvibacter",0.00118967672123358,0.00119057935634429,0.00148972273709065,0.00162505441182915,0.0012355327310623,0.000177728529625334,0.000556904707073196,0.000771245365842229,0.000251347849444933,0.000543203749855448,0.000851699936821115,0.000171886718195018,0.000962202287521885,0.000586967130401872,0.000962809231646199
"Cutibacterium",0.000276042929964578,0.0105598809147794,0.00113638757672841,4.34399628927059e-05,0.00026564644905639,0.0104459768598039,0.0012869030362516,0.00029631331716122,0.000405350968002793,0.0101828554343828,0.010579558643993,0.010477962641835,0.00112915424210694,0.00129086548552849,0.00025753310899903
"Cyanobacterium",1.79885953321284e-05,1.91696794895867e-05,2.25896958335549e-05,2.04984221894536e-05,3.1081683009288e-05,1.0047722029816e-05,1.7137716572492e-05,1.09861914597595e-05,3.0490637785434e-05,1.42253670875303e-05,3.48999739938363e-06,3.19046710249594e-05,1.56183046675592e-05,3.3084376596985e-05,3.32912841970202e-05
"Cyanobium",6.75305630204996e-05,4.48268392426025e-05,3.9290980023648e-05,4.39221777415095e-05,7.72049786194589e-05,5.62855762063227e-05,5.52214323535917e-05,6.60087966704207e-05,9.5462343149085e-05,2.81903151606788e-05,3.81166261896611e-05,7.75751313172978e-05,2.83464172732741e-05,6.96175777926636e-05,6.64762266175942e-05
"Cyanothece",7.61226504460602e-05,7.55308485849168e-05,8.60215194693848e-05,6.64054264838882e-05,6.94523172424419e-05,7.04124944513788e-05,8.36820268355693e-05,6.35251062948823e-05,4.38048488278771e-05,8.42895170910986e-05,5.99754443598368e-05,6.27103898458033e-05,7.4831235120152e-05,7.7584827566421e-05,5.56379877595284e-05
"Cyclobacterium",3.04321054396229e-05,4.32132153650294e-05,5.72692314427612e-05,0.000196146527803423,6.6950777499491e-05,3.75038656785469e-05,6.0477428571353e-05,0.000199597914572821,6.4658357916583e-05,6.39041996832691e-05,0.00019964439552249,7.2475226305978e-05,0.000195541837459036,7.98617052292025e-05,0.000197391828066362
"Cycloclasticus",1.53111837460325e-05,1.46662168831277e-05,4.44193515783125e-05,2.13736917042962e-05,1.38310705846043e-05,6.35807724696454e-06,4.74355249296425e-05,2.09856618416966e-05,7.52939234004941e-06,4.85275999915189e-05,2.08224706689905e-05,5.08580162235037e-06,4.39189998408845e-05,4.64198190372814e-05,1.98824563349534e-05
"Cylindrospermum",1.5880151810551e-05,7.37910111028324e-05,1.38765826313794e-05,1.67930805265905e-05,1.75206551647879e-05,7.57635942194675e-05,9.72412959229444e-06,1.05301347293564e-05,1.33991511207924e-05,7.60089624597425e-05,7.90664115838876e-05,7.6325541472925e-05,9.07111011254273e-06,1.10225063836174e-05,1.17894359120283e-05
"Cystobacter",0.000110438559604538,6.87659289550035e-05,5.38200529985718e-05,6.08072788669491e-05,0.000118471723572043,0.000106100558746806,0.000107401753040518,0.000107439803217111,0.000171785589322794,4.95581562046432e-05,5.54856177452463e-05,0.00011749098130074,3.55507260845096e-05,0.00010137466955309,0.000107220166020331
"Cytophaga",1.61900321691495e-05,6.1334064834301e-05,1.90267822945646e-05,3.92226496234593e-05,1.79783201322758e-05,5.9437925554169e-05,1.70100953676402e-05,4.09399583735864e-05,1.40219152597181e-05,6.11426089970338e-05,7.14111608744431e-05,5.80944241565023e-05,4.12573816861261e-05,1.82630706072075e-05,4.38272719224243e-05
"Dactylococcopsis",1.35822507862892e-05,9.58471908818151e-05,2.2431904595596e-05,2.03861207498986e-05,1.29443018828627e-05,9.31233237523042e-05,2.13058325399794e-05,1.68268616044429e-05,8.29672506076439e-06,9.91320552261514e-05,9.63947010582982e-05,9.39251633116115e-05,2.6865135789215e-05,2.0208885605441e-05,1.68178832238622e-05
"Dechloromonas",0.0017211543998708,0.00169628731735681,0.00944475045221646,0.00494524863382247,0.00170803699149977,0.000326069735176932,0.00896431390602372,0.00431830670716474,0.000407416857069394,0.00909757609105628,0.00456648810427573,0.000212438325233009,0.00901081090307816,0.00905721888777928,0.00445734778302114
"Deferribacter",2.34423947139375e-05,2.40023162646521e-05,2.69901746656647e-05,2.32681649050974e-05,2.42491397188321e-05,1.50156299062173e-05,2.20775379686404e-05,1.60107535882311e-05,9.42684910109834e-06,2.40079961965497e-05,1.86039485109335e-05,1.59303999454628e-05,2.39321230572143e-05,2.29496487317823e-05,1.70795848736743e-05
"Defluviimonas",5.02408951968976e-05,4.99331069073974e-05,0.000353749197575396,5.24590987925339e-05,5.47376922095517e-05,3.06741732579893e-05,0.000355891331825327,3.49107635936465e-05,3.68763236892147e-05,0.000362767384918172,3.23403917260438e-05,3.69064238888553e-05,0.000370682917461079,0.000357170874016727,3.93692144815184e-05
"Defluviitoga",4.52133921430638e-06,7.20341157614574e-06,6.58424702585994e-06,4.46668704453878e-06,4.09488802279789e-06,7.07799972790933e-06,6.31255994489393e-06,1.42052533191656e-06,1.60932346613604e-06,7.06018378896557e-06,7.43738530521402e-06,7.23194117431186e-06,6.57330083581279e-06,6.10471147780069e-06,8.01826260248904e-07
"Dehalobacter",0.000238070821059618,0.000246068920709021,0.000241066758681025,0.000573623259589236,0.000230979015644954,4.08740592941286e-05,4.84328833999031e-05,0.000415971748264487,2.13179410305745e-05,5.07697017074465e-05,0.000417703465986976,3.37826975673764e-05,0.000411112319495295,4.85035411323726e-05,0.000417431749985662
"Dehalobacterium",5.79647401632417e-05,0.000292520118127537,9.53770721621399e-05,0.000183391303686263,5.4100104531353e-05,0.000274229320359671,7.55620483546285e-05,0.000166625428100158,1.3625667101927e-05,0.000297465030768399,0.000326192345765031,0.000270766362373346,0.000169048259596886,8.04865524242766e-05,0.000166796615301701
"Dehalococcoides",0.000503893834110499,0.000485461031504686,0.000487955814798077,0.000480080870941646,0.000484397045287203,5.92726782177412e-05,8.14120443298664e-05,5.88245688619728e-05,5.35024739879239e-05,5.25561618986663e-05,2.8613264788758e-05,2.56480808685211e-05,4.46476347726359e-05,5.46852997711724e-05,2.44848612242764e-05
"Dehalogenimonas",6.85669152225102e-05,4.76719973042459e-05,4.61803706338281e-05,4.70820630685493e-05,4.78018246799188e-05,5.00742542122651e-05,5.73426701058041e-05,4.80861303006131e-05,4.9364071316379e-05,3.26312918163475e-05,1.39570592997789e-05,1.54058808561597e-05,3.24611433760625e-05,3.40446631000794e-05,1.25606954110704e-05
"Deinococcus",0.000527303319658312,0.000812681504812997,0.00035853936742017,0.000373896113093756,0.00048841406147467,0.000657925473919632,0.000365174878413299,0.000378940968244328,0.000550136900029976,0.000761135460093097,0.000760783020688041,0.000866579323680071,0.000131696097258065,0.000318925083989351,0.000331932680584865
"Delftia",0.000348361210980005,0.000727795632319063,0.00043617068046456,0.000418550417456612,0.000337665882486991,0.000589501491333187,0.000296063929345941,0.000223581082044265,0.000261280114538179,0.000609691813908717,0.000551702792170972,0.000723484508784597,0.000348036606135711,0.000350514772953644,0.000359901672142692
"Denitrobacterium",9.79640446618504e-06,8.21032618738381e-06,2.21535281994256e-05,8.16747579760562e-06,1.03493388992496e-05,7.98121317290172e-06,2.23289985811501e-05,8.12043076001062e-06,9.99821938225349e-06,1.97194449525322e-05,2.37781683406916e-06,6.92675095676914e-06,2.00781895913371e-05,2.24928802791191e-05,7.69421914035539e-06
"Denitrovibrio",1.34530383069652e-05,1.30496028043861e-05,2.31670749194908e-05,1.4488252652591e-05,1.34565802085112e-05,5.14042172171576e-06,2.13121660991227e-05,4.78956893844912e-06,4.79277934778532e-06,2.07629435839854e-05,3.18603851564295e-06,3.00493293051304e-06,2.27311583913386e-05,2.14619376527346e-05,2.41991789928202e-06
"Dermabacter",1.36194321983758e-05,3.16801950274232e-05,7.70516024747319e-06,7.20503224909951e-06,9.34390747227975e-06,3.20571804858768e-05,1.12912866073141e-05,1.42115314437478e-05,1.53454099362841e-05,3.04101446484265e-05,3.27563665147003e-05,3.29062222873704e-05,7.35437065923504e-06,9.72082288616842e-06,6.56471705915334e-06
