"Average Groups Contribution to dissimilarity","Porous Contaminated x Karst-Porous","Porous Contaminated x Mine","Porous Contaminated x Subsurface saline","Porous Contaminated x Porous","Porous Contaminated x Geyser","Karst-Porous x Mine","Karst-Porous x Subsurface saline","Karst-Porous x Porous","Karst-Porous x Geyser","Mine x Subsurface saline","Mine x Porous","Mine x Geyser","Subsurface saline x Porous","Subsurface saline x Geyser","Porous x Geyser"
"Unclassified.genus.in.Candidatus.Veblenbacteria",6.71049720738149e-05,6.72081761390181e-05,6.71717137380645e-05,6.7188397937283e-05,6.70918176699555e-05,2.22999247681907e-07,2.57718454900588e-07,2.34432893715398e-07,3.24387997605648e-07,7.76489417491035e-08,3.88743965138685e-08,2.42588895403304e-07,1.03183277371885e-07,2.61418951641436e-07,2.25341000825374e-07
"Unclassified.genus.in.Candidatus.Vogelbacteria",1.06857625238745e-05,1.05490149623006e-05,1.06700378916046e-05,1.02703235158538e-05,1.01780965983456e-05,2.06415679018017e-06,2.7849049345255e-06,2.56911414684697e-06,2.37121951841685e-06,1.09531407491192e-06,9.71859912846713e-07,6.36141857566898e-07,1.86394545417039e-06,1.57266125147191e-06,1.28993084163016e-06
"Unclassified.genus.in.Candidatus.Wildermuthbacteria",0.000537722485410372,0.000548768996760587,0.000544721813054877,0.000543835351240875,0.000535191911489735,4.88153072322422e-05,5.07896837961835e-05,5.06349040306847e-05,9.23962562545008e-05,1.76069144277248e-05,1.43089757833684e-05,7.07513067094731e-05,1.7868608211367e-05,7.07012796585034e-05,6.64358029493677e-05
"Unclassified.genus.in.Candidatus.Woesearchaeota",0.000355209638937056,0.000351341448451094,0.000360757810809986,0.000348148022649136,0.00205146169295963,6.01456975032224e-05,0.000119946694576256,6.22086680855587e-05,0.00212304309246372,0.000102724273588052,2.43964905783309e-05,0.00214317988695199,0.000104225100745565,0.00209289059475696,0.00213761825306078
"Unclassified.genus.in.Candidatus.Woesebacteria",0.0147923352414138,0.014888088833978,0.0147679119860916,0.0148656969768136,0.0147479347486696,0.00024934385224469,0.000355504437053101,0.000261755655724374,0.00161094904897901,0.00022198494611238,7.78623140500458e-05,0.00158385977766192,0.000217783566306767,0.00153891032984988,0.0015624778254082
"Unclassified.genus.in.Candidatus.Wolfebacteria",0.00557074524998096,0.00562919415381819,0.00558740551147356,0.00558595130144602,0.0132793730456051,0.000102907531111847,0.000123124377800796,0.000122080286141639,0.0111712056233657,5.95430010945651e-05,6.00271464442752e-05,0.0112411951079217,6.74810232516612e-05,0.0111961416949946,0.0111959069111005
"Unclassified.genus.in.Candidatus.Woykebacteria",0.0002212462296555,0.000230161108470257,0.000218134857824832,0.00022887692541661,0.000220380447858174,1.70933045889052e-05,2.31735310520969e-05,1.70514954725132e-05,3.23039458970449e-05,1.82450187590079e-05,2.00758472595373e-06,2.761525475097e-05,1.73205133064541e-05,2.86206210380396e-05,2.65156003592401e-05
"Unclassified.genus.in.Candidatus.Yanofskybacteria",0.00430644374505598,0.00435063121263623,0.00431134953484586,0.00430505959282008,0.00424836384824905,0.000338110206672106,0.000365755699726059,0.000366941150469423,0.000467760572342619,5.99913658941045e-05,6.21263644263303e-05,0.000214388726559606,7.17491296381307e-05,0.000208487047695406,0.00019787990781338
"Unclassified.genus.in.Candidatus.Yonathbacteria",0.000436980654127473,0.000438696923472902,0.000433208705798386,0.000432580945681339,0.000588660702319363,2.82321763493648e-05,3.17737029820018e-05,3.47989027303554e-05,0.000322733344041574,1.07131736179173e-05,1.55981499443856e-05,0.000331318692603892,1.9102532989221e-05,0.000324573796277271,0.000323297949455321
"Unclassified.genus.in.Candidatus.Zambryskibacteria",0.00168602009512864,0.00166369666306776,0.00163291332792803,0.00164134888241636,0.00241938256911899,0.000344851657628419,0.000367933958059571,0.000364371764607342,0.00143638807972872,5.41923774987431e-05,4.48013526712398e-05,0.00122297279704629,7.93905278619178e-05,0.00121717664858474,0.00121602678491538
"Unclassified.genus.in.Cardiobacteriaceae",3.20581426774724e-07,2.40546525179258e-07,2.42679874904092e-07,2.56236567500526e-07,3.93676271502046e-07,1.35974695269994e-07,1.38654374479318e-07,1.53384057569982e-07,2.99290212184281e-07,6.50779236550055e-09,3.88743965138685e-08,2.53562088188119e-07,4.21282926966188e-08,2.53288101166906e-07,2.5449444998445e-07
"Unclassified.genus.in.Carnobacteriaceae",4.12916865510853e-07,3.7292858396446e-07,5.12852382285336e-07,3.84184961464854e-07,3.72791930821776e-07,8.99824843460018e-08,3.86703812515353e-07,1.49219815693822e-07,1.26732472388075e-07,3.63948479506795e-07,7.7748793027737e-08,5.42418917376728e-08,3.49673322770186e-07,3.4004378207704e-07,1.04869738896573e-07
"Unclassified.genus.in.Caulobacteraceae",0.000135643883812688,0.000368114300407653,0.000116216574549773,0.000393047327170146,0.000115129698585802,0.000317920764848331,0.000105465477901163,0.000404948233597355,0.000128827773062349,0.000357116209873221,0.000546366245294001,0.000390399763704527,0.000380270273026726,9.61857111251058e-05,0.000366171860441933
"Unclassified.genus.in.Caulobacterales",5.64352867808472e-05,8.02685397861107e-05,6.05092681118625e-05,0.000158752841263018,6.22680831376952e-05,6.19365199248994e-05,4.40263056916854e-05,0.000150311287382712,5.03519979381754e-05,8.41619844903463e-05,0.000173368940640181,9.30039534576523e-05,0.000149181258876572,4.22720907048431e-05,0.00014637660787926
"Unclassified.genus.in.Cellulomonadaceae",7.05381270495023e-07,2.11366867914566e-07,4.08290579415882e-07,2.79587902423096e-07,4.272774465308e-07,6.90393257555305e-07,7.99402194569321e-07,6.89336592893313e-07,8.0335563138631e-07,2.82544715365743e-07,1.72620802184502e-07,3.1628683306343e-07,3.84559909897904e-07,4.94808640097552e-07,3.99761119843449e-07
"Unclassified.genus.in.Cellvibrionaceae",1.2996096402662e-06,1.12913873799603e-06,5.92869823510727e-06,1.50365249356721e-06,1.13326822556414e-06,6.01468617028483e-07,6.01348677705182e-06,1.16022079502993e-06,7.7792862436676e-07,6.24253439981806e-06,8.16362326791239e-07,4.27132964508089e-07,5.99874125144862e-06,6.03161167895023e-06,1.02992880904528e-06
"Unclassified.genus.in.Cellvibrionales",2.47666374975097e-05,2.22865536815981e-05,3.8976398864046e-05,2.23576798329197e-05,2.20587668774446e-05,1.63304150164757e-05,4.300550424873e-05,2.29590416174659e-05,1.91407888747778e-05,4.65262161321117e-05,2.1185176093357e-05,1.38936683392355e-05,3.52988259203919e-05,4.11186062964854e-05,1.98029678953512e-05
"Unclassified.genus.in.Chitinophagaceae",2.53189908773635e-05,1.86378312239662e-05,2.02402892068954e-05,4.12111264478447e-05,3.14947546677753e-05,1.67280770919269e-05,1.86110206035391e-05,3.55909850037136e-05,2.95264834624127e-05,1.19221460526623e-05,3.52794579652214e-05,2.49881474036407e-05,3.801694719488e-05,2.22191087703587e-05,4.49875273062691e-05
"Unclassified.genus.in.Chlamydiae",2.64456616973967e-06,2.46430248005936e-06,3.19512865041362e-06,2.46837782213555e-06,2.40787964905621e-06,1.07106066526079e-06,1.96863214649026e-06,1.0798201098617e-06,1.19843126623341e-06,1.24530120535268e-06,2.23990450571588e-07,4.73182384430186e-07,1.26255908416868e-06,1.52620748687683e-06,5.04481209745522e-07
"Unclassified.genus.in.Chlamydiia",7.27492671352001e-07,6.8868781159639e-07,9.1666711568857e-07,6.75556570614467e-07,6.75472781695186e-07,2.60261639334878e-07,5.61412505147713e-07,2.71695285368369e-07,2.73498089326477e-07,3.54774539069452e-07,3.88743965138685e-08,4.50039299714351e-08,3.84761019962884e-07,3.8929363462305e-07,6.78977651955427e-08
"Unclassified.genus.in.Chlorobiaceae",5.88406105646048e-06,5.31545210471208e-06,1.21520887343636e-05,5.36202932292799e-06,6.14055006651118e-06,3.79517430555939e-06,1.15341115044512e-05,3.93267484093259e-06,5.38952931809498e-06,1.06807865733731e-05,1.39994031607243e-06,4.29501030747628e-06,1.08984171011477e-05,1.14825463614669e-05,4.51164846255344e-06
"Unclassified.genus.in.Chloroflexaceae",1.2946785333196e-07,5.82363296901213e-08,6.79315498554418e-08,5.82363296901213e-08,7.17156106252954e-08,9.14135125453622e-08,1.01505954080101e-07,9.14135125453622e-08,1.05700252482117e-07,1.55974096445959e-08,0,2.20795071749845e-08,1.55974096445958e-08,3.33629964399771e-08,2.20795071749845e-08
"Unclassified.genus.in.Chloroflexales",1.30156038319379e-06,9.26272230151746e-07,8.57089348224217e-07,8.69663288162635e-07,1.07879086755557e-06,8.4498839390765e-07,8.57311801500033e-07,8.48747106323107e-07,9.97766418753147e-07,2.96668097021909e-07,3.12845854578325e-07,5.78307969397298e-07,1.50668147977785e-07,4.41598700302092e-07,4.81264564817244e-07
"Unclassified.genus.in.Chloroflexi",0.000590032607640211,0.000393185320533859,0.000428565399929692,0.000420903047032193,0.00372376241049581,0.000422050865977751,0.000434635383003504,0.000453948086234482,0.003670198455799,0.000195906745422112,0.000133212375939669,0.00386157855422099,0.000228856700417482,0.00374359972864995,0.00384827402432232
"Unclassified.genus.in.Chromatiaceae",3.79149868600242e-05,4.00495328953678e-05,3.65492112211446e-05,5.41357309443155e-05,3.59130584826884e-05,1.90184039601314e-05,3.06468018610613e-05,5.10569588270816e-05,2.36226219282588e-05,3.63338585745082e-05,5.71960863492285e-05,2.18458995108886e-05,4.51475866606423e-05,2.72068606728864e-05,4.83101118689818e-05
"Unclassified.genus.in.Chromatiales",2.47467754534776e-05,2.28074045554908e-05,0.000101342876556472,2.41049900658877e-05,2.3895383127296e-05,1.19204311194215e-05,9.60160350477008e-05,1.36639613511677e-05,1.33119490577436e-05,9.85876248688107e-05,7.25302383136991e-06,9.08953964888192e-06,0.000101255496768739,9.87215145145972e-05,9.49106585384436e-06
"Unclassified.genus.in.Chromobacteriaceae",3.21369535908105e-05,2.83906644025586e-05,2.96225861443818e-05,2.76962120535584e-05,2.98564166557951e-05,2.48972723743082e-05,2.08307413856392e-05,2.31296496827276e-05,2.77711203202555e-05,2.03317151900427e-05,1.52064027680084e-05,1.68243270162389e-05,1.90187695852477e-05,2.47384070325719e-05,1.76675954834122e-05
"Unclassified.genus.in.Chroococcaceae",1.9098703923457e-07,1.49337652111336e-07,1.49337652111336e-07,1.49337652111336e-07,4.33222715429347e-07,6.42746046016942e-08,6.42746046016942e-08,6.42746046016942e-08,3.95054078652935e-07,0,0,3.78800453017834e-07,0,3.78800453017834e-07,3.78800453017834e-07
"Unclassified.genus.in.Chroococcales",1.78538425955284e-06,1.71662405852561e-06,1.67628049356255e-06,1.75288540250722e-06,4.00035750748424e-06,7.02027001987351e-07,9.75998633735553e-07,6.52019937924041e-07,4.07920338945334e-06,7.93388880970102e-07,3.25803986749615e-07,4.10245086909672e-06,7.91884323774566e-07,3.93131547601063e-06,4.17661291191952e-06
"Unclassified.genus.in.Clostridia",6.07779566599655e-05,0.000794524196363571,0.000117009456579649,8.78297665770976e-05,7.07823195454486e-05,0.000793836714542285,0.000104998237380276,6.20842875970498e-05,3.18922788518821e-05,0.000782425156396668,0.000783885073992284,0.000798264296110944,9.6846063285816e-05,0.000111495403638926,7.0966643054976e-05
"Unclassified.genus.in.Clostridiaceae",1.20002662900114e-05,1.17462806061651e-05,6.69842536002077e-05,1.90658186468846e-05,1.21744884126845e-05,5.70702217831522e-06,7.00091546382421e-05,1.68474805567405e-05,2.4540057065769e-06,6.82728416404602e-05,1.65941249345095e-05,5.45394167977661e-06,6.70960781330065e-05,7.03720228343229e-05,1.67387567296021e-05
"Unclassified.genus.in.Clostridiales",0.000368941142176755,0.000552075739575478,0.00105409819157766,0.000804061035427541,0.000366050388829738,0.000569413793827005,0.00109036218366506,0.000770980967224796,0.000168851809125522,0.00089248539612026,0.000758411552728723,0.000660809424682036,0.00105900056324316,0.00114647275889727,0.000789034651126053
"Unclassified.genus.in.Clostridiales.Family.XIII..Incertae.Sedis",5.57913958260838e-07,5.56321973589339e-07,1.16595972130147e-06,5.56321973589339e-07,5.66567719278751e-07,1.50868549656785e-08,1.03841103855071e-06,1.50868549656785e-08,6.43174286004359e-08,1.05048052252325e-06,0,6.05557436429277e-08,1.05048052252325e-06,1.00203592760891e-06,6.05557436429277e-08
"Unclassified.genus.in.Clostridiales.Family.XVII..Incertae.Sedis",3.95250333237478e-08,3.50167637236237e-08,1.97196066760382e-09,1.97196066760382e-09,1.07649475910466e-08,6.80025082565006e-08,3.77850680288032e-08,3.77850680288032e-08,4.57715900299654e-08,3.4246432258057e-08,3.4246432258057e-08,3.86565366819641e-08,0,9.0513916013171e-09,9.0513916013171e-09
"Unclassified.genus.in.Cohaesibacteraceae",6.55551743354827e-08,1.29125331484023e-08,2.04384399124798e-07,1.29125331484023e-08,1.98386113846999e-08,5.50599324687791e-08,2.35766652430604e-07,5.50599324687791e-08,6.06771542393588e-08,1.9581531176245e-07,0,7.69852878845452e-09,1.9581531176245e-07,2.00434429035523e-07,7.69852878845452e-09
"Unclassified.genus.in.Colwelliaceae",3.63641569974695e-07,3.44852401579661e-07,3.51658723318182e-07,3.49980035666296e-07,4.32177588058684e-07,6.67802213871873e-08,8.94990473031999e-08,8.81505374653166e-08,2.37562922516806e-07,3.8174124305464e-08,3.88743965138685e-08,2.26937099152518e-07,6.26217836593111e-08,2.24225667212496e-07,2.19772128918559e-07
"Unclassified.genus.in.Comamonadaceae",0.00147472970279493,0.00121772429731908,0.0020040613087424,0.00217367505603923,0.00127491208423708,0.000675251717145078,0.00166909913238916,0.00114133730470499,0.00109218899138882,0.0013854489395382,0.00150633087876069,0.000692842574478626,0.00225154688761459,0.00150281535932402,0.00199435844144736
"Unclassified.genus.in.Coriobacteriaceae",3.87903895426838e-07,2.402428384471e-07,2.80220385884557e-07,2.41844845062631e-07,2.97919021013825e-07,3.08598241451651e-07,3.27182063213152e-07,3.10884970658349e-07,3.40332514169829e-07,1.80681165632606e-07,3.88743965138685e-08,1.33272462636462e-07,1.66630343494113e-07,2.30794658163708e-07,1.50964763809351e-07
"Unclassified.genus.in.Coriobacteriales",6.86849741420792e-06,6.05449771574771e-06,3.77389078010931e-06,4.22975963158074e-06,5.10941629044043e-06,7.96104151487326e-06,5.8390872502727e-06,7.04422777144296e-06,7.85651426435856e-06,5.53553057574128e-06,5.54642796242646e-06,5.93976283315264e-06,3.3438741343472e-06,4.62333435810519e-06,3.57467220176278e-06
"Unclassified.genus.in.Coriobacteriia",8.40330245686938e-06,5.70529368610763e-06,5.40172347848121e-06,6.06381336514654e-06,6.89912937695181e-06,7.96565190696397e-06,7.33320072369568e-06,8.4844258958947e-06,9.19627525505307e-06,3.50015652820854e-06,3.00915870687662e-06,4.5334239446453e-06,3.99431867515088e-06,5.37600218983994e-06,4.18373415368986e-06
"Unclassified.genus.in.Corynebacteriaceae",1.83212422828363e-05,1.16839455915233e-05,1.25854439635406e-05,1.27573097938947e-05,1.72491076809418e-05,1.8395865465047e-05,1.66680472826529e-05,1.88946591595154e-05,2.4055657958522e-05,8.19134800912277e-06,8.12210635386794e-06,1.28354739389253e-05,1.04177712260573e-05,1.54536115439998e-05,1.37780278224788e-05
"Unclassified.genus.in.Corynebacteriales",0.00022991322297356,0.000385289404659097,6.81932391560333e-05,0.000115202854156541,0.000125913888710764,0.000312599864381746,0.000258546674995293,0.000239573053541842,0.00026437645443959,0.000398183986972948,0.000383595492718309,0.000386637476333749,9.01041006233978e-05,9.78085057430737e-05,0.000135614064182296
"Unclassified.genus.in.Coxiellaceae",4.84761991594522e-07,3.85545153548969e-07,3.88136171566043e-07,3.92748634377983e-07,3.96509396068415e-07,2.11193484568829e-07,2.17231601859981e-07,2.28602846868816e-07,2.36191904805086e-07,1.46639991356553e-08,3.88743965138685e-08,5.47161958638394e-08,4.62063960816962e-08,5.81383444948878e-08,7.16534325102749e-08
"Unclassified.genus.in.Crocinitomicaceae",1.58634975758684e-07,1.07751632417375e-07,1.38489717865514e-07,4.03745384833504e-07,1.34702427108072e-07,8.19433492136359e-08,1.13683779731674e-07,3.90841243231634e-07,1.18561830258331e-07,4.80728476704459e-08,3.49869568624816e-07,5.97322116190808e-08,3.73905992460039e-07,9.58586169657105e-08,3.79735674434357e-07
"Unclassified.genus.in.Cryomorphaceae",5.22132996517372e-08,4.44993139206243e-08,6.4373309084014e-08,7.82331326183706e-08,4.67100675432791e-08,8.90667432996927e-09,2.95371104847038e-08,4.33277336788531e-08,1.12723743892556e-08,2.24117710207284e-08,3.88743965138685e-08,2.68112673385785e-09,5.35112882318232e-08,2.45566724078147e-08,4.02149598807974e-08
"Unclassified.genus.in.Cyanobacteria",9.11067387758032e-05,0.000346441295372112,8.13420622688289e-05,0.000102451905520009,8.38074255372845e-05,0.000353473785597563,4.50110902844298e-05,6.9653055711752e-05,4.81216837667418e-05,0.000358646668494487,0.000343016664114046,0.000359775095984353,6.58720906136393e-05,3.34874528961897e-05,6.84971531156306e-05
"Unclassified.genus.in.Cyclobacteriaceae",1.24106956644294e-06,1.3541392132327e-06,1.46168628267423e-06,1.23224639701744e-05,1.53210354691287e-06,6.97189111952172e-07,1.41637881661076e-06,1.2642997159783e-05,1.27433858342595e-06,1.58295176684547e-06,1.29593597795162e-05,1.14723622236764e-06,1.22542864261008e-05,1.66672198173482e-06,1.25152010966238e-05
"Unclassified.genus.in.Cytophagaceae",5.37304702210839e-06,3.24469192670747e-06,3.31665304050005e-06,1.29338342019097e-05,4.42917205012432e-06,4.78710551689885e-06,4.53107070483284e-06,1.34576443606698e-05,5.76443675323479e-06,2.08615278706075e-06,1.41255916749322e-05,2.7013397050395e-06,1.3092962942988e-05,3.53807385176803e-06,1.32847018959524e-05
"Unclassified.genus.in.Cytophagales",1.95064493926032e-05,2.23738664104505e-05,1.94260485675511e-05,0.000104008028112326,2.96802564135124e-05,2.00702180509742e-05,1.75854826471189e-05,0.000105499407440594,2.81461917199699e-05,2.11586953927667e-05,0.000117376456632608,2.28194857026831e-05,0.000104736790023698,2.8540339972538e-05,0.000107939622326911
"Unclassified.genus.in.Cytophagia",2.2507967909444e-06,1.80967657673379e-06,1.79282385075687e-06,1.77347903364382e-06,1.70889578597217e-06,1.62469758214405e-06,1.65349890220296e-06,1.60566579779522e-06,1.6358617818482e-06,3.87991001989848e-07,1.33746405670634e-07,6.78236060763161e-07,4.28414065843157e-07,7.62900390814084e-07,6.5827200472169e-07
"Unclassified.genus.in.Deferribacteraceae",7.42768790496631e-07,5.26935445488559e-07,5.41116901361575e-07,5.14504033954543e-07,5.09701719220288e-07,4.69175634267583e-07,5.36553790482514e-07,4.76155943136089e-07,4.84998964720664e-07,1.65516217339327e-07,3.88743965138685e-08,6.76801895545226e-08,1.80796434738005e-07,1.93128709406852e-07,8.32526451962702e-08
"Unclassified.genus.in.Deferribacterales",1.31491698721153e-07,5.9177727425591e-08,7.68643724239731e-08,3.01709639309876e-07,1.13256390009663e-07,8.57988335256396e-08,1.0587816238848e-07,3.17410858939743e-07,1.39796672211005e-07,2.66074314289907e-08,2.7212077559708e-07,7.59382996727506e-08,2.85424491311575e-07,9.11566229423171e-08,3.10089925433455e-07
"Unclassified.genus.in.Dehalococcoidales",1.80535597834256e-07,1.14588034078933e-07,1.2890302430318e-07,9.70498907185848e-08,1.2722432663487e-07,1.29361218464652e-07,1.45218890899463e-07,1.07201762297674e-07,1.42957968160274e-07,6.95053709445782e-08,3.4246432258057e-08,6.44969989495635e-08,5.44842690544037e-08,8.41549460955833e-08,5.19474150231953e-08
"Unclassified.genus.in.Dehalococcoidia",3.17327116365823e-05,2.17590716014524e-05,2.18577153097037e-05,2.15805872142599e-05,2.08143333554436e-05,2.14557342996359e-05,2.23527490762245e-05,2.19117596460126e-05,2.09076375377097e-05,6.56191167498736e-06,4.90043577100164e-06,4.87732125425978e-06,8.20780293902169e-06,7.21369657203349e-06,6.30737994433779e-06
"Unclassified.genus.in.Deinococcales",4.46049100185313e-06,9.9981327567656e-06,9.6682130824159e-06,4.12307912605279e-06,3.98828799897886e-06,9.47559186438488e-06,9.68652174002404e-06,2.47542998868606e-06,2.57209337277009e-06,1.25884862747401e-05,9.2084438882512e-06,9.22972404148946e-06,1.02845748480549e-05,9.80776948069694e-06,1.64278701280461e-06
"Unclassified.genus.in.Deinococci",4.32982218928145e-06,3.95674413680586e-06,3.05134309855683e-06,3.29432811733791e-06,3.76809116400811e-06,4.01307931757386e-06,3.38823305426397e-06,3.67443541439462e-06,4.08087038317425e-06,2.8689749484141e-06,2.59254800122948e-06,3.05693535872241e-06,1.7646834588402e-06,2.50225216462214e-06,2.14609572236374e-06
"Unclassified.genus.in.Deltaproteobacteria",0.00165407974000946,0.00144844783011137,0.00256756871957157,0.00153824246711914,0.0021858673325253,0.000763056892553178,0.0021681342482513,0.000940425502587631,0.00200714506953857,0.00196456402049547,0.000578360918783594,0.0019264135032221,0.00208309490153481,0.00278375663897863,0.00193571793258543
"Unclassified.genus.in.Dermabacteraceae",4.45682161238959e-07,2.91910699259092e-07,3.93695873784036e-07,2.91910699259092e-07,3.66029661307861e-07,2.69816320036864e-07,3.33171456670064e-07,2.69816320036864e-07,3.18914403338937e-07,2.01738540552971e-07,0,1.39565544995472e-07,2.01738540552971e-07,2.53478250767071e-07,1.39565544995472e-07
"Unclassified.genus.in.Dermacoccaceae",9.80664196727513e-07,4.883200477744e-06,3.35639516057638e-07,3.18223096573722e-07,4.85545254433853e-07,5.08079799444889e-06,8.26855707554941e-07,8.45246825147454e-07,8.48549830684338e-07,4.82976295057014e-06,4.81429391411106e-06,4.88319922476314e-06,1.44232559196416e-07,3.09199242935583e-07,3.05922731212136e-07
"Unclassified.genus.in.Dermatophilaceae",1.99412912016703e-07,7.22475812724506e-08,1.54623439470655e-07,7.22475812724506e-08,1.69890151455865e-07,1.45581471441893e-07,2.00143575448591e-07,1.45581471441893e-07,2.20907570856455e-07,9.89970356374391e-08,0,1.13450663860638e-07,9.89970356374391e-08,1.66348082659558e-07,1.13450663860638e-07
"Unclassified.genus.in.Desulfarculales",1.74389372051487e-08,1.36557505718129e-08,3.95937350359153e-08,1.36557505718129e-08,1.36557505718129e-08,4.22826741372824e-09,3.14231846100101e-08,4.22826741372824e-09,4.22826741372824e-09,2.88862241617732e-08,0,0,2.88862241617732e-08,2.88862241617732e-08,0
"Unclassified.genus.in.Desulfobacteraceae",3.48049394758164e-05,3.31516646664541e-05,3.72562084007761e-05,3.36410625150011e-05,3.22194467919586e-05,1.72444581731373e-05,2.55242865010827e-05,1.83480179707857e-05,1.54599602298305e-05,2.37193488203853e-05,1.18181388309493e-05,8.90774906435346e-06,2.44616484582545e-05,2.18059435820155e-05,1.09469108291609e-05
"Unclassified.genus.in.Desulfobacterales",0.000723176064654014,0.000727745606276099,0.000759079649614646,0.00072661843641522,0.000731672778849942,2.74545135850394e-05,9.53713555958857e-05,5.51554358844524e-05,3.9082980129264e-05,9.12050786985191e-05,5.31074822445118e-05,2.57439276474951e-05,0.000112025230663466,9.92748198171419e-05,6.34220753121268e-05
"Unclassified.genus.in.Desulfobulbaceae",2.36581909373901e-05,2.18456688501003e-05,2.16385312232803e-05,2.175822593816e-05,2.14989026029295e-05,5.1237520974601e-06,6.91888852883727e-06,5.10053017482893e-06,5.04279185552693e-06,3.63058952237888e-06,3.62364820498034e-07,7.80805982564421e-07,3.57823900343969e-06,3.36729067852823e-06,8.22000198604908e-07
"Unclassified.genus.in.Desulfovibrionaceae",9.17261242379744e-05,6.82790781598951e-05,0.000266843089710105,6.7862026940861e-05,7.21269518050346e-05,6.87520760912289e-05,0.000264453327987396,6.57130984578762e-05,7.30738492323684e-05,0.000271355858231976,3.6778290884895e-05,3.34215163622759e-05,0.000257880458590328,0.000272970519631056,4.05509248836585e-05
"Unclassified.genus.in.Desulfovibrionales",2.79567949994492e-05,2.47346629826843e-05,0.000224867656800105,2.63321800764751e-05,2.38449952574032e-05,2.18561549886325e-05,0.000224681385169651,2.29870916777827e-05,2.10251537290421e-05,0.000238379101578081,1.40118824405307e-05,6.15982789392485e-06,0.000230464440350354,0.000234813712771883,1.53865389464911e-05
"Unclassified.genus.in.Desulfurellaceae",1.43289814279438e-07,7.76651372945594e-08,9.56183206181398e-08,7.76651372945594e-08,7.93912525298799e-08,7.33675283466182e-08,9.2164370660619e-08,7.33675283466182e-08,7.51205381536594e-08,2.27406988765352e-08,0,2.18641263140602e-09,2.27406988765351e-08,2.36152639290976e-08,2.18641263140602e-09
"Unclassified.genus.in.Desulfurobacteriaceae",2.92761010450854e-07,1.58472311897275e-07,1.51162051664078e-07,4.14662311484432e-07,1.40257558563223e-07,2.51734772030403e-07,2.41926556493864e-07,4.65432073597664e-07,2.34567503105543e-07,9.80571347649882e-08,3.84116000882873e-07,8.53740051308258e-08,3.74852686209476e-07,7.38555380113586e-08,3.67902469120506e-07
"Unclassified.genus.in.Desulfurococcaceae",1.38143337810967e-06,1.37634295883518e-06,1.40818187960714e-06,1.37634295883518e-06,1.37589447185711e-06,3.55077421472279e-08,1.13229724935269e-07,3.55077421472279e-08,5.61273952752414e-08,8.85703288749629e-08,0,3.02737419286327e-08,8.85703288749628e-08,1.06911675708733e-07,3.02737419286327e-08
"Unclassified.genus.in.Desulfurococcales",4.18677603004332e-07,9.14636124441102e-06,3.67317131400031e-07,3.55077051578546e-07,3.61801238744593e-07,9.29430343510549e-06,1.52336940259671e-07,1.23836198204842e-07,1.43134166510442e-07,9.34305754743348e-06,9.38519476721229e-06,9.34900953887757e-06,4.21372197788115e-08,6.94158479700914e-08,3.61852283347175e-08
"Unclassified.genus.in.Desulfuromonadaceae",1.19991557940509e-05,1.09346824897687e-05,1.42321115214895e-05,8.27571672834889e-05,1.26486351861297e-05,5.31539464183816e-06,9.45900272703085e-06,8.12427727308556e-05,7.32233197613754e-06,9.30613743595888e-06,8.14806216317249e-05,5.8421560190864e-06,8.10521073805183e-05,1.04037956193822e-05,8.14048310752061e-05
"Unclassified.genus.in.Desulfuromonadales",0.000483725949462287,0.000486600511169934,0.000484763126182189,0.000675735867704123,0.000492901378938429,5.30806223823843e-05,9.01083177541122e-05,0.000367783070497143,7.9497213137885e-05,8.54438649768216e-05,0.000370911360414841,4.63257628885412e-05,0.000369224012748204,0.000102593438025483,0.000372960135931707
"Unclassified.genus.in.Dysgonamonadaceae",3.72615200125818e-07,3.71084004496447e-07,6.03848159344269e-07,3.71084004496447e-07,3.92514800589312e-07,1.29727212588144e-08,4.20006077815885e-07,1.29727212588144e-08,6.65469191252924e-08,4.25980839014231e-07,0,6.07339425620898e-08,4.25980839014231e-07,4.16954696003019e-07,6.07339425620898e-08
"Unclassified.genus.in.Ectothiorhodospiraceae",4.02141776429489e-06,2.25025414294163e-05,1.2895556780514e-05,3.14024808103505e-06,3.80482603030127e-06,2.26486890520322e-05,1.26449042817027e-05,3.42909251781571e-06,3.95017673632592e-06,2.62122674857497e-05,2.19447735570123e-05,2.23730149422327e-05,1.35524985714415e-05,1.29726763014543e-05,2.97883527989824e-06
"Unclassified.genus.in.Eggerthellaceae",1.34882244634413e-05,8.52018651890108e-06,7.526205973071e-06,8.36848838399018e-06,9.84182477909282e-06,1.34516754091109e-05,1.08465639539284e-05,1.18006499235173e-05,1.54319752451964e-05,6.06699155168355e-06,6.69685882741174e-06,7.46265995888777e-06,4.94905520931232e-06,8.25019054236842e-06,8.55531933417404e-06
"Unclassified.genus.in.Eggerthellales",1.50311293806976e-07,5.04377127139621e-08,5.6885005131356e-08,1.10820154874783e-07,6.82676631356216e-08,1.19057484187004e-07,1.2360077944505e-07,1.61909791322525e-07,1.31546862612112e-07,9.42296584080655e-09,7.7748793027737e-08,2.41023801990961e-08,8.24602759481403e-08,3.11347345434691e-08,8.98174011859989e-08
