"","average","sd","ratio","ava","avb","cumsum","p"
"Polynucleobacter",0.00237574290831862,0.0106093108755369,0.223929992832676,0.000180398561304101,0.00474085601592385,0.744010148901128,0.165834165834166
"Unclassified.genus.in.Candidatus.Jorgensenbacteria",0.0023728933514278,0.00468919910601221,0.506033823214164,1.08903654580621e-05,0.00475651310367302,0.746708864407457,0.0889110889110889
"Unclassified.genus.in.Alphaproteobacteria",0.0023300135787099,0.00089110579642073,2.6147440495492,0.00496016296034143,0.00236856694512796,0.749358812316427,0.413586413586414
"Unclassified.genus.in.Gammaproteobacteria",0.00232845825099542,0.00170173956579692,1.3682811975433,0.00577382454660907,0.00228249731000047,0.752006991335522,0.287712287712288
"Komagataeibacter",0.00229853383236302,0.0105088571623469,0.218723482187829,0.000279622974974889,0.00447936326185877,0.754621137011934,0.103896103896104
"Unclassified.genus.in.Nitrospirae",0.00227710310321393,0.00233545106334632,0.97501640644579,1.81661994864986e-05,0.00457237240591436,0.757210909304253,0.0839160839160839
"Acidovorax",0.00226706178188377,0.0018877486933793,1.20093410199927,0.00503705610186535,0.000706707023996836,0.759789261500695,0.727272727272727
"Unclassified.genus.in.Candidatus.Woesearchaeota",0.00214317988695199,0.00303691948213346,0.705708498220174,5.5193569514928e-05,0.00433070593535566,0.762226721570399,0.0689310689310689
"Unclassified.genus.in.Candidatus.Kuenenbacteria",0.00209279866844762,0.00309587714273075,0.675995387401466,1.26043593994696e-05,0.00419820169629471,0.764606882572902,0.0699300699300699
"Unclassified.genus.in.Candidatus.Portnoybacteria",0.0020605783211658,0.00324356819412445,0.635281331497338,5.27467698783288e-05,0.0041607434389741,0.766950399049945,0.0779220779220779
"Brevundimonas",0.00201436773764462,0.000776636360987458,2.59370773611918,0.00470875941615103,0.000680475372495468,0.769241359764956,0.0679320679320679
"Dermacoccus",0.00195471492019884,0.00244143826143557,0.800640733405013,0.0039333610536858,5.61241262573342e-05,0.771464476729913,0.000999000999000999
"Unclassified.genus.in.Deltaproteobacteria",0.0019264135032221,0.00184896265322734,1.04188881255096,0.000962761586311255,0.00443555922818991,0.773655406208316,0.456543456543457
"Lactococcus",0.0019012605223933,0.00170245400399782,1.11677644032005,0.00384805005885574,6.4570602005241e-05,0.775817728948302,0.000999000999000999
"Unclassified.genus.in.Syntrophobacterales",0.00184060086501454,0.00310150285747659,0.593454512085174,2.82970205685239e-05,0.00370949875059761,0.77791106284904,0.120879120879121
"Unclassified.genus.in.Ignavibacteria",0.00183187269711438,0.001495939526853,1.22456333577072,7.38358659567869e-05,0.0037316679892135,0.779994470116522,0.761238761238761
"Microbacterium",0.00182164095751369,0.00129819465599985,1.40321095075737,0.0039736593429063,0.00119981029576143,0.782066240723511,0.0659340659340659
"Flavobacterium",0.00176521729858596,0.00111695782847074,1.58037953948786,0.0040646516622334,0.00123529083523522,0.784073840134951,0.153846153846154
"Unclassified.genus.in.Burkholderiales",0.00176330509967734,0.00090292226751447,1.95288693514149,0.00362029209849075,0.00194908534535641,0.786079264783313,0.599400599400599
"Actinoplanes",0.00170966913761749,0.001576384504692,1.08455083929637,0.00350714696839,0.000781656011280003,0.78802368871185,0.00699300699300699
"Unclassified.genus.in.Candidatus.Desantisbacteria",0.00170515806317696,0.00163119375430155,1.04534366851293,3.22679343819539e-05,0.00343548879344585,0.789962982149994,0.0569430569430569
"Unclassified.genus.in.Enterobacteriaceae",0.00168871606042942,0.00105052533564497,1.60749674770351,0.00362963566561847,0.000252203544759617,0.791883575932823,0.0689310689310689
"Micromonospora",0.00163488289926873,0.00145999537976357,1.11978635133317,0.00308121770201097,0.00141015599909523,0.793742944719303,0.0569430569430569
"Unclassified.genus.in.Betaproteobacteria",0.0015949357231334,0.00202689733555261,0.786885302554582,0.00139828799590026,0.00385496608198525,0.79555688118005,0.945054945054945
"Unclassified.genus.in.Candidatus.Woesebacteria",0.00158385977766192,0.003400056410122,0.465833382336468,0.000142984194560069,0.00329568007352916,0.797358220856465,0.998001998001998
"Conexibacter",0.00156501894596383,0.00196645437569862,0.795858253974407,0.0030799087273308,0.000306317074118717,0.799138132665241,0.00999000999000999
"Unclassified.genus.in.candidate.division.WWE3",0.0015447231004507,0.00176993312936854,0.872757888317404,4.29934695492932e-05,0.00312981843602668,0.800894961804512,0.998001998001998
"Variovorax",0.00148588915239833,0.000984916339962174,1.50864504131934,0.00254734908808647,0.00160232925872708,0.802584878502139,0.267732267732268
"Escherichia",0.00148274060626135,0.000171625340687673,8.63940371695845,0.00304981489990943,8.43336873867353e-05,0.804271214326534,0.000999000999000999
"Paracoccus",0.00147084872376762,0.00109831170907689,1.33919060646621,0.00358078395372576,0.000894537418299636,0.805944025393204,0.138861138861139
"Hydrogenophilus",0.0014658973475872,0.00157050691578125,0.933391208187063,0.00295789815455726,2.61034593828558e-05,0.807611205209879,0.000999000999000999
"Unclassified.genus.in.Candidatus.Gottesmanbacteria",0.00142708556726529,0.00167830005364303,0.850316106567218,1.95845087137538e-05,0.00287375564324434,0.809234243997914,0.769230769230769
"Paraburkholderia",0.00141393610443726,0.000943589172816309,1.49846579970509,0.00301723026233476,0.00110704478382827,0.810842327769445,0.509490509490509
